,prcod,prccd,prchd,prcld,cshtrd,tic,ajexdi,datadate
2019-06-04,67.23205128205129,68.51575,68.65,66.7,17232859.029487178,QCOM,1.0,20190604
2019-06-05,68.4925,67.07610169491525,69.0,65.83,12435165.65,QCOM,1.0,20190605
2019-06-06,67.07525423728814,67.67454545454545,67.97,66.265,11897173.818181818,QCOM,1.0,20190606
2019-06-07,67.69333333333333,68.88344827586207,68.92,67.3,11246860.526645768,QCOM,1.0,20190607
2019-06-10,68.88379310344827,70.86615384615384,71.46,68.68,17622783.732095487,QCOM,1.0,20190610
2019-06-11,70.86576923076923,69.483125,72.23,69.483125,14476480.673076924,QCOM,1.0,20190611
2019-06-12,69.4903125,69.836,70.38,68.0,10949261.95,QCOM,1.0,20190612
2019-06-13,69.84400000000001,68.52457142857142,70.5,68.35,7668498.1,QCOM,1.0,20190613
2019-06-14,68.516,68.85822002820875,69.12,67.61,14861259.047672823,QCOM,1.0,20190614
2019-06-17,68.85961918194641,68.91361904761905,69.98,68.53,10340463.50947008,QCOM,1.0,20190617
2019-06-18,69.01419047619048,72.39111111111112,72.45,68.91609523809524,14809771.476190478,QCOM,1.0,20190618
2019-06-19,72.39366666666666,72.71242424242425,74.06,68.9981,13076708.136363637,QCOM,1.0,20190619
2019-06-20,72.67727272727272,72.59659498207884,73.67,71.97,11285947.32062561,QCOM,1.0,20190620
2019-06-21,72.60645161290323,72.79318181818182,73.18,72.1,20190612.527859237,QCOM,1.0,20190621
2019-06-24,72.79363636363637,72.92439024390244,73.45,72.19,11481080.450110866,QCOM,1.0,20190624
2019-06-25,72.91317073170731,73.18444444444444,74.1399,72.33,10092485.731707316,QCOM,1.0,20190625
2019-06-26,73.18166666666667,75.5645238095238,75.7,73.15,14395644.452380951,QCOM,1.0,20190626
2019-06-27,75.5657142857143,75.58501510574018,75.9,74.65,13526061.068767086,QCOM,1.0,20190627
2019-06-28,75.577416918429,80.00666666666667,80.3,74.81,31083358.64551863,QCOM,1.0,20190628
2019-07-01,80.01555555555555,77.49114285714286,80.87,77.08,18251822.633333325,QCOM,1.0,20190701
2019-07-02,77.456,77.40774193548387,77.75,76.6,7429129.538709678,QCOM,1.0,20190702
2019-07-03,77.41612903225807,74.13711089957164,77.67,73.85,6169817.527782469,QCOM,1.0,20190703
2019-07-04,74.15028081865778,74.539,74.59,74.13713469776297,270683.3835078534,QCOM,1.0,20190704
2019-07-05,74.5,76.375,76.73,74.1,13727415.65909091,QCOM,1.0,20190705
2019-07-08,76.43840909090909,76.12500869565218,77.04,75.85,8815339.764822135,QCOM,1.0,20190708
2019-07-09,76.1248695652174,76.66588235294118,76.95,75.84,10406076.031969309,QCOM,1.0,20190709
2019-07-10,76.57058823529412,74.68828571428571,77.31,74.08,17203050.151260506,QCOM,1.0,20190710
2019-07-11,74.68771428571428,74.27892857142857,75.78,73.299,14687869.357142858,QCOM,1.0,20190711
2019-07-12,74.26928571428572,75.0,75.14,73.66,8873551.02255639,QCOM,1.0,20190712
2019-07-15,75.04605263157895,75.36,75.9,74.79,10277626.450657895,QCOM,1.0,20190715
2019-07-16,75.36,79.50608695652174,80.22,74.54,10338451.8125,QCOM,1.0,20190716
2019-07-17,79.51565217391304,74.84,80.23,74.56,20907471.0,QCOM,1.0,20190717
2019-07-18,74.83176470588235,74.85220779220779,75.35,74.05,13955627.045454547,QCOM,1.0,20190718
2019-07-19,74.85103896103897,75.24865423827556,75.71,74.15,18451883.383324947,QCOM,1.0,20190719
2019-07-22,75.24875036411302,74.51692307692308,76.62,72.75,12884116.340451278,QCOM,1.0,20190722
2019-07-23,74.5176923076923,74.08666666666666,75.59,73.31,15704180.397435896,QCOM,1.0,20190723
2019-07-24,74.07333333333334,75.2209726443769,77.52,73.67,14318880.924518745,QCOM,1.0,20190724
2019-07-25,75.5088905775076,74.69,77.08,74.25,7826176.291167531,QCOM,1.0,20190725
2019-07-26,74.69,74.75,76.06,74.69,11183121.817647059,QCOM,1.0,20190726
2019-07-29,74.75,74.89727272727274,76.32,74.55,8681290.89090909,QCOM,1.0,20190729
2019-07-30,74.89272727272727,75.5660909090909,75.82,74.25,7998400.0,QCOM,1.0,20190730
2019-07-31,75.56181818181818,69.1,75.56181818181818,68.26,14294767.90909091,QCOM,1.0,20190731
2019-08-01,69.1,70.49,73.715,67.26,30151765.0,QCOM,1.0,20190801
2019-08-02,70.29913043478261,69.97272727272727,71.525,69.964,13513449.90909091,QCOM,1.0,20190802
2019-08-05,69.962,69.3,74.8,67.35,14309723.757575758,QCOM,1.0,20190805
2019-08-06,69.30666666666667,68.24384615384616,69.97,67.38,15988745.6025641,QCOM,1.0,20190806
2019-08-07,68.23846153846154,69.64705882352942,71.6558,67.12,9336755.319004524,QCOM,1.0,20190807
2019-08-08,69.64866454689985,70.44865831842576,71.41,69.35,8849282.060244134,QCOM,1.0,20190808
2019-08-09,70.44849731663686,71.36333333333333,72.185,69.95,13180103.684853906,QCOM,1.0,20190809
2019-08-12,71.35919191919191,69.58365625,71.4799,69.48,8981174.596354166,QCOM,1.0,20190812
2019-08-13,69.58345312499999,72.18523636363636,72.5,69.31,10777925.655767046,QCOM,1.0,20190813
2019-08-14,72.18421818181818,71.01181818181819,72.18465454545455,70.37,10735143.414545454,QCOM,1.0,20190814
2019-08-15,70.99545454545455,71.79643835616439,72.19,70.05,9399734.801369864,QCOM,1.0,20190815
2019-08-16,71.79712328767123,74.22928571428571,74.22928571428571,71.16,15564133.520058708,QCOM,1.0,20190816
2019-08-19,74.17309523809524,75.05883720930233,75.53,73.96595238095239,10247878.01578073,QCOM,1.0,20190819
2019-08-20,75.0513953488372,76.44238805970149,76.44238805970149,74.33,10012000.371745922,QCOM,1.0,20190820
2019-08-21,76.44671641791044,76.59023668639053,77.19,75.98,13030561.183056612,QCOM,1.0,20190821
2019-08-22,76.58949704142012,77.1884303112314,77.95,76.437,7382638.0322100865,QCOM,1.0,20190822
2019-08-23,77.18876860622463,74.57,79.1,73.09,17085407.57577808,QCOM,1.0,20190823
2019-08-26,74.57,73.1885294117647,75.09,72.51,14635597.823529411,QCOM,1.0,20190826
2019-08-27,73.17889705882354,73.9381052631579,74.4,72.92,7948911.576470588,QCOM,1.0,20190827
2019-08-28,73.938,75.19677419354839,75.19677419354839,72.89,6985344.384946236,QCOM,1.0,20190828
2019-08-29,75.20258064516129,76.66299363057324,77.025,75.0,9287279.215053763,QCOM,1.0,20190829
2019-08-30,76.7845382165605,77.31537788881948,78.05,76.64,15673887.108994376,QCOM,1.0,20190830
2019-09-02,77.55750572558817,77.13036363636364,77.55750572558817,77.06,140726.72736925783,QCOM,1.0,20190902
2019-09-03,77.12872727272728,76.29857142857144,77.48,74.69,7823860.52077922,QCOM,1.0,20190903
2019-09-04,76.29371428571429,77.9963768115942,77.9963768115942,75.63,6443737.052277433,QCOM,1.0,20190904
2019-09-05,77.9981884057971,78.80473684210527,80.45,77.5,20680640.59057971,QCOM,1.0,20190905
2019-09-06,78.80526315789474,79.19870167339873,79.31,78.44,5722510.9298903635,QCOM,1.0,20190906
2019-09-09,79.19873052510098,77.87569832402235,79.49,77.5,8206835.318712989,QCOM,1.0,20190909
2019-09-10,77.87821229050279,78.52648648648649,78.96,77.34,12282385.156802053,QCOM,1.0,20190910
2019-09-11,78.52891891891892,80.2427659574468,80.67,77.6693,8636534.541403105,QCOM,1.0,20190911
2019-09-12,80.23957446808511,79.023,80.5,78.26,7707730.70319149,QCOM,1.0,20190912
2019-09-13,79.02024999999999,77.81,80.48,77.81,6321455.849999998,QCOM,1.0,20190913
2019-09-16,77.81,78.03666666666666,78.57,76.91,4934470.222222222,QCOM,1.0,20190916
2019-09-17,78.05763888888889,78.59054385964913,78.89,77.5,6706967.5672514625,QCOM,1.0,20190917
2019-09-18,78.59473684210526,78.81458923512747,79.07,77.01,6290301.0901297135,QCOM,1.0,20190918
2019-09-19,78.81444759206799,78.26966666666667,80.0,78.06,5931013.182896601,QCOM,1.0,20190919
2019-09-20,78.26983333333334,76.25233833718245,78.7,76.1,11101638.505051963,QCOM,1.0,20190920
2019-09-23,76.25228637413394,77.79,77.94,76.032,9683879.932448037,QCOM,1.0,20190923
2019-09-24,77.79,74.92057142857144,78.6,74.63,11948202.714285715,QCOM,1.0,20190924
2019-09-25,74.93057142857143,77.28999999999999,77.49,74.87,9519281.660714287,QCOM,1.0,20190925
2019-09-26,77.2925,76.95702127659574,77.75,75.94,4343017.841312056,QCOM,1.0,20190926
2019-09-27,76.95808510638298,76.93,78.2,76.21,7449102.783687944,QCOM,1.0,20190927
2019-09-30,76.93,76.70632707774799,77.13,76.02,8078930.860589812,QCOM,1.0,20190930
2019-10-01,76.70654155495978,75.04494252873563,78.06,74.97,7860489.691134325,QCOM,1.0,20191001
2019-10-02,75.04758620689655,74.05760683760684,75.71,73.72,10170939.966794379,QCOM,1.0,20191002
2019-10-03,74.05777777777777,75.75,76.99,73.16,8991555.85071225,QCOM,1.0,20191003
2019-10-04,75.75,76.94439236111111,78.23,75.47,6787597.852991452,QCOM,1.0,20191004
2019-10-07,76.94425925925925,76.3108843537415,77.55,76.18,5044495.461451247,QCOM,1.0,20191007
2019-10-08,76.31054421768707,73.35784172661872,76.31054421768707,72.69,12379676.460211422,QCOM,1.0,20191008
2019-10-09,73.35877697841727,74.34366666666666,74.8,72.74,7353372.656115107,QCOM,1.0,20191009
2019-10-10,74.344,75.836,75.98,74.0401,8340538.700000001,QCOM,1.0,20191010
2019-10-11,75.84,76.38328530259365,77.82,75.53,8428171.04610951,QCOM,1.0,20191011
2019-10-14,76.3831757925072,76.59839285714285,77.37,76.03,5796440.953890489,QCOM,1.0,20191014
2019-10-15,76.575,77.62144927536232,77.99,74.4845,6057923.728260869,QCOM,1.0,20191015
2019-10-16,77.62108695652174,78.29785714285714,78.5,77.07,7016209.271739131,QCOM,1.0,20191016
2019-10-17,78.29821428571428,78.99479374110953,79.96,78.27,6516787.504267424,QCOM,1.0,20191017
2019-10-18,78.99483641536273,77.9105504587156,79.22,77.4101,7036571.027842666,QCOM,1.0,20191018
2019-10-21,77.91100917431193,78.85293650793652,79.18,77.9,8360878.343551284,QCOM,1.0,20191021
2019-10-22,79.18,77.05058371735791,79.25,76.69,5873858.124338624,QCOM,1.0,20191022
2019-10-23,,,,,0.0,QCOM,1.0,20191023
2018-10-23,381.44,381.44,381.44,381.44,11900.0,REGN,1.0,20181023
2018-10-24,381.44,356.73042763157895,386.09,343.0,2866471.9555921056,REGN,1.0,20181024
2018-10-25,356.784375,329.9497428139183,357.06,329.9497428139183,12089351.548283866,REGN,1.0,20181025
2018-10-26,329.9379727685326,340.6376870748299,342.95,326.97,1847507.4437430785,REGN,1.0,20181026
2018-10-29,340.63904761904763,337.69347207009855,347.5689,327.26,2450501.0359875103,REGN,1.0,20181029
2018-10-30,337.69561883899235,342.5581818181818,347.99,332.4,1336978.2872001007,REGN,1.0,20181030
2018-10-31,342.5618181818182,338.91507462686565,347.0,335.44,1244871.0301883668,REGN,1.0,20181031
2018-11-01,338.914552238806,357.547380952381,357.547380952381,338.1,1538977.566729843,REGN,1.0,20181101
2018-11-02,357.5529761904762,356.7375304960694,361.58,347.38,908350.8686535545,REGN,1.0,20181102
2018-11-05,356.7387340742748,358.1824925816024,360.595,352.5,1239634.2087254352,REGN,1.0,20181105
2018-11-06,359.46290801186944,358.7647058823529,367.02,349.59,1916787.113719672,REGN,1.0,20181106
2018-11-07,358.7662141779789,361.28938356164383,373.99,355.885,1723702.0233682513,REGN,1.0,20181107
2018-11-08,361.92689497716896,362.766746506986,365.47,357.61,2471706.088829597,REGN,1.0,20181108
2018-11-09,362.7659481037924,356.66,363.1999,352.49,1160673.6306744649,REGN,1.0,20181109
2018-11-12,356.61577133479216,348.4142047026279,357.92,344.571,1880612.7750676428,REGN,1.0,20181112
2018-11-13,348.4175518672199,340.40678224687935,352.88,340.3855755894591,5341906.411447319,REGN,1.0,20181113
2018-11-14,340.38280166435504,336.3132125603865,349.9,335.48,3494237.0480210646,REGN,1.0,20181114
2018-11-15,336.31323671497586,340.5718404907975,344.4895,332.0,934448.1435227178,REGN,1.0,20181115
2018-11-16,340.5700613496932,345.33,347.33,338.4414,60239450.9588346,REGN,1.0,20181116
2018-11-19,345.33,338.99,349.02,333.63,3238537.0100988345,REGN,1.0,20181119
2018-11-20,338.99,337.0457609921082,343.67,331.5401,1311816.9832822136,REGN,1.0,20181120
2018-11-21,337.04540022547917,342.458815517953,345.575,336.63,26359176.997088853,REGN,1.0,20181121
2018-11-22,342.4578250103178,341.0324845233182,342.4578250103178,341.0324845233182,25279604.662781008,REGN,1.0,20181122
2018-11-23,341.03149401568305,343.85182568334193,349.84,337.04,4004157.5789522002,REGN,1.0,20181123
2018-11-26,343.8526353790614,350.7374222003929,355.17,341.06,20216278.182518747,REGN,1.0,20181126
2018-11-27,352.03275049115916,354.66226473629786,356.985,344.65,4527705.871397491,REGN,1.0,20181127
2018-11-28,354.66255429162356,362.67982832618026,363.73,350.431,6587993.24195829,REGN,1.0,20181128
2018-11-29,362.67836909871244,359.4940168878166,364.99,346.145,1414423.666867712,REGN,1.0,20181129
2018-11-30,359.4938721351025,369.9330857800806,369.9330857800806,355.92,1399488.801180647,REGN,1.0,20181130
2018-12-03,369.93421991940124,382.6634246575342,394.98,369.0,2102081.527641296,REGN,1.0,20181203
2018-12-04,382.37197260273973,370.19492595818815,396.6328,370.19492595818815,2238417.2269717413,REGN,1.0,20181204
2018-12-05,370.19075783972124,364.1928353658537,370.19075783972124,364.1928353658537,811844.1106719368,REGN,1.0,20181205
2018-12-06,364.1886672473868,373.93039829302984,382.64,360.8,1435012.660028454,REGN,1.0,20181206
2018-12-07,373.70799431009954,371.0897977891615,389.36,370.31,1881453.4104757297,REGN,1.0,20181207
2018-12-10,371.08930439471555,379.53916256157635,380.31,367.24,1442477.0427963135,REGN,1.0,20181210
2018-12-11,379.54014778325126,378.57995683453237,385.28,372.3,4534819.919718375,REGN,1.0,20181211
2018-12-12,378.5848057553957,377.06297297297294,385.995,376.61,876389.2967108622,REGN,1.0,20181212
2018-12-13,377.0627027027027,381.60901639344263,384.0,372.3201,3391735.97764732,REGN,1.0,20181213
2018-12-14,379.98770491803276,379.1575,386.98,378.8,57059943.738562256,REGN,1.0,20181214
2018-12-17,379.1566666666667,376.62683281412257,386.48,370.361,3025431.8740607062,REGN,1.0,20181217
2018-12-18,376.6285046728972,368.183395291202,381.66,364.44,27897223.577913765,REGN,1.0,20181218
2018-12-19,368.182156133829,360.9298816568047,373.4,355.2,2300985.496169071,REGN,1.0,20181219
2018-12-20,360.9331360946745,356.831589958159,367.92,354.0765,1481922.9306033524,REGN,1.0,20181220
2018-12-21,356.8312273361227,343.3783018867924,363.0,343.3783018867924,13119978.110377308,REGN,1.0,20181221
2018-12-24,343.3776603773585,340.635054900366,348.39,340.0,762243.2634318224,REGN,1.0,20181224
2018-12-25,340.63522163481093,340.8751525010167,340.8751525010167,340.63522163481093,14178.934526230174,REGN,1.0,20181225
2018-12-26,340.8753192354616,362.1408396946565,365.0,339.1345,1372227.301225022,REGN,1.0,20181226
2018-12-27,362.14504907306434,365.6422471910112,365.6422471910112,341.65,6046213.602457547,REGN,1.0,20181227
2018-12-28,365.6437827715356,364.10693641618496,371.22,361.26,1190969.0973999263,REGN,1.0,20181228
2018-12-31,364.1075275880189,373.65838831291234,374.99,362.4459,1017314.4845575937,REGN,1.0,20181231
2019-01-01,373.23861922714417,369.7835532516494,373.6556974552309,368.1187087653157,154126.48444863336,REGN,1.0,20190101
2019-01-02,368.115150801131,368.44129032258064,377.0,364.81,1477358.9883790852,REGN,1.0,20190102
2019-01-03,368.4351612903226,377.5015320334262,385.94,367.42,1892429.892076098,REGN,1.0,20190103
2019-01-04,377.51225626740944,397.97681970884656,400.0,377.17,2957847.1969496575,REGN,1.0,20190104
2019-01-07,397.02817749160135,392.48798368298367,401.22,392.48798368298367,1845761.3952953564,REGN,1.0,20190107
2019-01-08,392.4813986013986,399.989191321499,401.1,389.0,24691206.182596605,REGN,1.0,20190108
2019-01-09,399.99317554240633,399.70801488833746,401.54,395.59,4542617.56094776,REGN,1.0,20190109
2019-01-10,399.7064516129032,406.3928273464658,410.02,395.74,1403791.2330205957,REGN,1.0,20190110
2019-01-11,406.39003476245654,408.63,412.29,403.41,5751174.190402343,REGN,1.0,20190111
2019-01-14,408.63,400.0143137254902,408.63,399.11,2276972.144701354,REGN,1.0,20190114
2019-01-15,400.01321266968324,406.0,406.0,399.58,1321125.7795111595,REGN,1.0,20190115
2019-01-16,405.9966574202497,403.7629077117573,410.63,402.0,1468939.3000135014,REGN,1.0,20190116
2019-01-17,403.7661188369153,423.3855180442375,423.3855180442375,402.72,1719215.2862646356,REGN,1.0,20190117
2019-01-18,422.69192083818393,416.9805470887065,425.0,410.0,2496011.695442455,REGN,1.0,20190118
2019-01-21,418.40804220398593,416.18992575224695,418.40804220398593,416.18992575224695,164188.48258216892,REGN,1.0,20190121
2019-01-22,418.2054630715123,404.6741091954023,421.99,401.32,1259166.7877545664,REGN,1.0,20190122
2019-01-23,404.67487068965517,401.36602339181286,409.0,393.17,1575578.6429406852,REGN,1.0,20190123
2019-01-24,401.3662923976608,409.5232383808096,409.5232383808096,392.99,969219.1287163435,REGN,1.0,20190124
2019-01-25,409.5238980509745,418.49946999439146,419.5,406.1,44757353.919693954,REGN,1.0,20190125
2019-01-28,417.9407851934941,413.2012805587893,418.5,408.6,4609825.6590929115,REGN,1.0,20190128
2019-01-29,413.2001746216531,417.397539893617,420.8299,411.15,2604683.2999233683,REGN,1.0,20190129
2019-01-30,417.15,421.5658720200753,421.5658720200753,412.3,1065160.149782095,REGN,1.0,20190130
2019-01-31,421.5669008782936,430.02998632010946,431.0,418.06,3761605.8401053366,REGN,1.0,20190131
2019-02-01,430.0300410396717,430.03291689299294,432.0,422.12,1471490.47292908,REGN,1.0,20190201
2019-02-04,430.0327539380771,425.5518423746162,430.32,422.43,2425494.0889267246,REGN,1.0,20190204
2019-02-05,425.86945752302967,428.4806354009077,428.4806354009077,419.52,3236735.906981054,REGN,1.0,20190205
2019-02-06,428.4944780635401,406.4262626262626,440.0,406.35252525252525,1704904.8950931402,REGN,1.0,20190206
2019-02-07,406.3522366522367,406.7242362048894,414.22,404.27,2379643.1936477683,REGN,1.0,20190207
2019-02-08,405.83303841676366,406.85974726200504,408.58,399.21,94451475.96165818,REGN,1.0,20190208
2019-02-11,406.85976411120475,408.90918103448274,417.28,402.98,15493963.093340658,REGN,1.0,20190211
2019-02-12,408.9097629310345,417.6738036809816,418.1,408.01,2186967.58394928,REGN,1.0,20190212
2019-02-13,417.6750920245399,412.09,421.66,411.51,818894.2006074224,REGN,1.0,20190213
2019-02-14,412.09,414.97,417.34,408.4,614450.8246667186,REGN,1.0,20190214
2019-02-15,414.97,420.3377134986226,425.0,412.99,1063587.9139389603,REGN,1.0,20190215
2019-02-18,419.6790909090909,422.61020464384103,422.61020464384103,419.6790909090909,13640.188902007087,REGN,1.0,20190218
2019-02-19,422.51545454545453,420.7343253968254,426.41,420.2672,1220916.7690712232,REGN,1.0,20190219
2019-02-20,420.7547023809524,419.85455089820357,423.51,417.08,1192666.7320321759,REGN,1.0,20190220
2019-02-21,419.85066866267465,419.72838672768876,422.91,415.0,1611072.3369044904,REGN,1.0,20190221
2019-02-22,419.73006864988554,421.33165249734327,423.74,414.62,4687777.692429606,REGN,1.0,20190222
2019-02-25,422.03329436769394,419.24145808019443,427.0,415.76,2684426.2703649374,REGN,1.0,20190225
2019-02-26,419.23978128797086,428.0457035928144,428.1025,415.42,1837931.8500714074,REGN,1.0,20190226
2019-02-27,428.0485628742515,434.5942200725514,434.60217654171703,422.35,1042230.108426073,REGN,1.0,20190227
2019-02-28,434.60338573155985,434.12110471806676,435.0,428.57,879131.9573321316,REGN,1.0,20190228
2019-03-01,434.1260989643268,444.82772902460715,444.82772902460715,428.53,1093860.4931987142,REGN,1.0,20190301
2019-03-04,444.8288645123036,432.57898305084746,449.66,428.36,2785859.5631720936,REGN,1.0,20190304
2019-03-05,432.5771186440678,437.4570935960591,439.67,430.1872,1337297.9815153554,REGN,1.0,20190305
2019-03-06,437.4575985221675,420.9716866158868,438.13,420.9716866158868,1434149.2195659846,REGN,1.0,20190306
2019-03-07,420.9676713819369,409.2613065326633,424.336,409.19,2503060.6813664166,REGN,1.0,20190307
2019-03-08,409.2600502512563,403.93159613375127,410.5,399.58,15751399.232127083,REGN,1.0,20190308
2019-03-11,403.9319592476489,413.7726516052319,416.0,401.73,1503240.6917369906,REGN,1.0,20190311
2019-03-12,413.769322235434,417.9707142857143,421.87,410.96,1792538.118884831,REGN,1.0,20190312
2019-03-13,417.971119047619,410.8532352941176,419.595,408.5,1401623.6649159663,REGN,1.0,20190313
2019-03-14,410.85708439897695,408.5183172147002,412.78,406.17,2754056.28749615,REGN,1.0,20190314
2019-03-15,408.5196518375242,414.56191730313407,415.0,408.07,1813268.8682242883,REGN,1.0,20190315
2019-03-18,414.5620753226232,407.6,414.6,404.81,2496106.068462568,REGN,1.0,20190318
2019-03-19,407.6,406.93707175925925,411.07,402.07,1661036.4065359477,REGN,1.0,20190319
2019-03-20,406.99,404.55943127962087,409.69,402.779,2098424.12980516,REGN,1.0,20190320
2019-03-21,404.81127962085304,402.5916915422885,405.5,396.84,1846595.4472557723,REGN,1.0,20190321
2019-03-22,402.5916791044776,391.4124141659908,404.0,390.0,9734268.461123087,REGN,1.0,20190322
2019-03-25,391.40900243309,396.40342763873775,397.99,388.49,14155512.937532479,REGN,1.0,20190325
2019-03-26,396.7586724700762,405.16296799224057,406.23,396.40533188248094,10552033.610912498,REGN,1.0,20190326
2019-03-27,405.62,402.87,407.54,398.25,1716790.1517744497,REGN,1.0,20190327
2019-03-28,402.87,405.06259793814434,408.31,402.3,8112003.156989502,REGN,1.0,20190328
2019-03-29,405.0628969072165,405.35588056074766,412.74,405.03,1400954.9754273999,REGN,1.0,20190329
2019-04-01,405.35679722296396,410.41907340553547,415.0,404.535,1096744.4019433854,REGN,1.0,20190401
2019-04-02,410.4216967509025,415.7543953488372,415.96,407.35,1612677.477894502,REGN,1.0,20190402
2019-04-03,415.7557674418605,409.06273100616016,416.88,400.84,1424920.5064108656,REGN,1.0,20190403
2019-04-04,409.05471252566736,407.81648862512367,410.81,400.76,1957125.4717387282,REGN,1.0,20190404
2019-04-05,407.7303956478734,410.5367192091905,412.63,406.55,1660817.507841318,REGN,1.0,20190405
2019-04-08,410.5370077477959,401.07861189801696,410.94,395.98,790673.250445591,REGN,1.0,20190408
2019-04-09,401.2578045325779,397.25723549488055,401.26,395.1,5707996.71401771,REGN,1.0,20190409
2019-04-10,397.2594880546075,407.00301075268817,408.48,394.1,2079809.3804062533,REGN,1.0,20190410
2019-04-11,407.0111827956989,395.73063316582915,410.53,391.58,2499886.278754561,REGN,1.0,20190411
2019-04-12,396.48482412060304,383.979843225084,397.44,381.1,1972932.2158123376,REGN,1.0,20190412
2019-04-15,383.97998320268755,377.95785106382976,387.0,375.2,895636.1461366182,REGN,1.0,20190415
2019-04-16,377.96137234042556,367.70637837837836,383.0,363.69,1453873.481081081,REGN,1.0,20190416
2019-04-17,367.71183783783783,343.9757894736842,368.84,342.01,2107145.913655761,REGN,1.0,20190417
2019-04-18,343.97596052631576,333.6621496625645,409.58,332.22,3547715.322809801,REGN,1.0,20190418
2019-04-19,333.66244938467645,334.956949186185,334.956949186185,333.66244938467645,52340.34140531954,REGN,1.0,20190419
2019-04-22,334.95724890829695,335.3045060240964,336.04,329.0,1651412.4337309608,REGN,1.0,20190422
2019-04-23,335.30610843373495,346.6784073506891,346.73,334.34,1356556.515739738,REGN,1.0,20190423
2019-04-24,346.6830015313936,343.0,347.0,338.572,1387465.7365437783,REGN,1.0,20190424
2019-04-25,343.0,350.77507183908045,351.9,337.66,1483445.3311829825,REGN,1.0,20190425
2019-04-26,350.7787356321839,345.0470620996937,354.99,339.61,1119539.412154668,REGN,1.0,20190426
2019-04-29,345.046783625731,345.78043202033035,346.5,338.57,841347.8693833272,REGN,1.0,20190429
2019-04-30,345.05749682337995,344.4601889020071,348.02,337.8386,974476.5395971141,REGN,1.0,20190430
2019-05-01,344.41103896103897,340.7973187686197,345.44,338.63,602233.040153401,REGN,1.0,20190501
2019-05-02,340.7973286991063,337.27832817337463,344.6,331.24,1082547.7881585946,REGN,1.0,20190502
2019-05-03,337.28100103199176,330.91799452054795,339.79,330.91799452054795,71249822.48391649,REGN,1.0,20190503
2019-05-06,331.6063616438356,345.0,345.35,329.59,1339875.557662549,REGN,1.0,20190506
2019-05-07,345.0,322.41850746268653,345.0,318.7,3465939.3835706958,REGN,1.0,20190507
2019-05-08,322.60410447761194,326.3811578947368,329.75,307.5,2914605.833464258,REGN,1.0,20190508
2019-05-09,326.8137777777778,323.91884422110553,327.4899883040935,320.74,2617686.0547341974,REGN,1.0,20190509
2019-05-10,323.9187185929648,310.7611731843575,324.18,310.7611731843575,2018789.4219491312,REGN,1.0,20190510
2019-05-13,310.75508379888265,306.7050333778371,312.0,299.1,1576112.272751005,REGN,1.0,20190513
2019-05-14,306.51420560747664,303.57058278145695,309.19,303.03,5864405.14135514,REGN,1.0,20190514
2019-05-15,303.56943046357617,307.42869240348693,307.42869240348693,297.32,1113241.3535180571,REGN,1.0,20190515
2019-05-16,307.43083437110835,307.66695205479454,314.06,300.0,1631016.7067760606,REGN,1.0,20190516
2019-05-17,307.8249086757991,304.9420835686053,309.28,301.95,1329681.0000531436,REGN,1.0,20190517
2019-05-20,305.0,304.59880423280424,308.98,297.09,2110380.302166612,REGN,1.0,20190520
2019-05-21,304.60152380952377,310.26708082026533,314.44,302.57,1468536.1279867296,REGN,1.0,20190521
2019-05-22,310.2675512665862,317.43318114874813,321.5,302.71,1502726.5549706784,REGN,1.0,20190522
2019-05-23,317.4303681885125,316.2613586956522,319.0,310.37,1515232.7534417622,REGN,1.0,20190523
2019-05-24,316.26271739130436,313.36769938074684,319.0,308.0,8919496.034121659,REGN,1.0,20190524
2019-05-27,313.1167198348658,313.6892606492775,313.6892606492775,310.1306661662601,7911175.993964543,REGN,1.0,20190527
2019-05-28,313.3382998686433,307.72826086956525,315.97,307.0,4548771.185960621,REGN,1.0,20190528
2019-05-29,307.72478260869565,308.9313432835821,310.8299,302.41,1385366.7840831445,REGN,1.0,20190529
2019-05-30,308.9328702640643,305.3430346475508,314.74,302.59,1299280.6648745527,REGN,1.0,20190530
2019-05-31,305.3940023894863,301.998323699422,307.14,295.56,1299354.478111339,REGN,1.0,20190531
2019-06-03,302.2140514976353,306.70003529411764,309.83,301.13,2804329.956735804,REGN,1.0,20190603
2019-06-04,306.9208235294118,301.77090592334497,309.42,300.39,3706711.7299774545,REGN,1.0,20190604
2019-06-05,301.7728222996516,300.0,306.96,295.27,1442186.6629977245,REGN,1.0,20190605
2019-06-06,300.0,299.6,304.53,295.0,18640174.82048179,REGN,1.0,20190606
2019-06-07,299.1152224824356,307.7748694029851,307.7748694029851,297.78,7909110.464924952,REGN,1.0,20190607
2019-06-10,307.1738805970149,306.2865742319128,310.98,303.51,8665047.697263729,REGN,1.0,20190610
2019-06-11,306.1736273538157,306.83242698892246,309.98,306.14,2996313.6789929676,REGN,1.0,20190611
2019-06-12,306.84,306.16,309.7,303.15,1713985.2301184128,REGN,1.0,20190612
2019-06-13,306.9796956521739,307.85601750547045,309.12,302.26,2019447.8997145845,REGN,1.0,20190613
2019-06-14,308.3068927789934,307.3767897355329,315.25,304.0,2635359.850519371,REGN,1.0,20190614
2019-06-17,307.3773919874313,311.98,312.92,301.75,882557.7799353914,REGN,1.0,20190617
2019-06-18,311.99704517704515,307.36,317.84,305.76,1489245.6633089134,REGN,1.0,20190618
